,Players,Prev4's,Prev5's,Prev6's,Cur4's,Cur5's,Cur6's,Inc4's,Inc5's,Inc6's,4@1point,5@5point,6@5point,total
0,Brokenjades,297,1494,99,297,1516,102,0,22,3,0,110,15,125
7,LILth,140,170,6,159,182,6,19,12,0,19,60,0,79
6,Perun,255,99,7,261,112,7,6,13,0,6,65,0,71
20,FLuffyBunny,1549,116,0,1549,130,0,0,14,0,0,70,0,70
17,8track,2199,188,0,2216,198,0,17,10,0,17,50,0,67
1,alek,27,109,92,27,118,96,0,9,4,0,45,20,65
18,TortureAngel,149,155,0,195,156,0,46,1,0,46,5,0,51
8,tank008,125,84,3,127,90,4,2,6,1,2,30,5,37
2,Lady Lioness,94,39,16,103,43,16,9,4,0,9,20,0,29
24,Sturmcrow,212,44,0,224,46,0,12,2,0,12,10,0,22
9,malphite,12,3,4,33,3,4,21,0,0,21,0,0,21
16,ReyNema,1145,242,0,1159,243,0,14,1,0,14,5,0,19
10,ZorO,755,194,2,768,194,3,13,0,1,13,0,5,18
32,Rum runner,10,3,0,12,6,0,2,3,0,2,15,0,17
13,LadyMayMay,80,87,1,97,87,1,17,0,0,17,0,0,17
14,LadyLu,79,87,1,93,87,1,14,0,0,14,0,0,14
4,Loos shadow,1581,127,6,1590,127,7,9,0,1,9,0,5,14
21,LadyRooRoo,74,78,0,88,78,0,14,0,0,14,0,0,14
23,Laxuss Redwyne,261,54,0,270,55,0,9,1,0,9,5,0,14
48,bj02,11,0,0,22,0,0,11,0,0,11,0,0,11
43,jujuFarm,46,0,0,56,0,0,10,0,0,10,0,0,10
39,shiny,502,0,0,512,0,0,10,0,0,10,0,0,10
25,bj01,36,39,0,36,41,0,0,2,0,0,10,0,10
28,Lord Greg,327,12,0,336,12,0,9,0,0,9,0,0,9
22,Wolffsson,733,77,0,741,77,0,8,0,0,8,0,0,8
5,Loos,1680,125,7,1683,126,7,3,1,0,3,5,0,8
11,Oma2015,569,12,2,576,12,2,7,0,0,7,0,0,7
37,Drunkard,51,2,0,57,2,0,6,0,0,6,0,0,6
36,ragnaR,13,2,0,13,3,0,0,1,0,0,5,0,5
34,Chaos2018,483,5,0,488,5,0,5,0,0,5,0,0,5
45,Borutha,40,0,0,45,0,0,5,0,0,5,0,0,5
42,Emperor Nun,65,0,0,68,0,0,3,0,0,3,0,0,3
29,CHOCO TWIST,281,9,0,284,9,0,3,0,0,3,0,0,3
26,kela,52,27,0,54,27,0,2,0,0,2,0,0,2
15,CHOCO1,285,23,1,286,23,1,1,0,0,1,0,0,1
30,ReyN,121,7,0,122,7,0,1,0,0,1,0,0,1
40,Frickey,116,0,0,117,0,0,1,0,0,1,0,0,1
12,Orkam,7,0,2,8,0,2,1,0,0,1,0,0,1
58,bjs,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Lord Pori,1,0,0,1,0,0,0,0,0,0,0,0,0
55,kela3,0,0,0,0,0,0,0,0,0,0,0,0,0
65,KLs police,0,0,0,0,0,0,0,0,0,0,0,0,0
56,Aureserve,0,0,0,0,0,0,0,0,0,0,0,0,0
57,RaFiki,0,0,0,0,0,0,0,0,0,0,0,0,0
62,jerris Il Q,0,0,0,0,0,0,0,0,0,0,0,0,0
61,goofball,0,0,0,0,0,0,0,0,0,0,0,0,0
64,goofballs,0,0,0,0,0,0,0,0,0,0,0,0,0
59,kela8,0,0,0,0,0,0,0,0,0,0,0,0,0
52,Wolvesbane,6,0,0,6,0,0,0,0,0,0,0,0,0
60,Ekla 5,0,0,0,0,0,0,0,0,0,0,0,0,0
63,Cypherr hof,0,0,0,0,0,0,0,0,0,0,0,0,0
53,Drz,2,0,0,2,0,0,0,0,0,0,0,0,0
33,Little Tudor,569,5,0,569,5,0,0,0,0,0,0,0,0
51,RaGFarm,13,0,0,13,0,0,0,0,0,0,0,0,0
50,RaggyWood,14,0,0,14,0,0,0,0,0,0,0,0,0
49,Flowki,20,0,0,20,0,0,0,0,0,0,0,0,0
47,gibbs,29,0,0,29,0,0,0,0,0,0,0,0,0
46,kela2,38,0,0,38,0,0,0,0,0,0,0,0,0
44,Wolffssonson,47,0,0,47,0,0,0,0,0,0,0,0,0
41,Queen Jerri,88,0,0,88,0,0,0,0,0,0,0,0,0
38,bj03,0,2,0,0,2,0,0,0,0,0,0,0,0
35,APOLO1,27,5,0,27,5,0,0,0,0,0,0,0,0
31,sonar,24,6,0,24,6,0,0,0,0,0,0,0,0
27,bj20,13,15,0,13,15,0,0,0,0,0,0,0,0
19,Lord Tudor,800,152,0,800,152,0,0,0,0,0,0,0,0
3,RaGnar,1,5,9,1,5,9,0,0,0,0,0,0,0
66,Pori Junior,0,0,0,0,0,0,0,0,0,0,0,0,0
