,Players,Prev4's,Prev5's,Prev6's,Cur4's,Cur5's,Cur6's,Inc4's,Inc5's,Inc6's,4@1point,5@5point,6@5point,total
35,Smileys,286,10,0,286,10,0,0,0,0,0,0,0,0
36,CHOCO TWIST,265,9,0,265,9,0,0,0,0,0,0,0,0
67,Borutha,3,0,0,3,0,0,0,0,0,0,0,0,0
66,Snowbody,3,0,0,3,0,0,0,0,0,0,0,0,0
41,sonar,20,5,0,20,5,0,0,0,0,0,0,0,0
63,Wolvesbane,5,0,0,5,0,0,0,0,0,0,0,0,0
46,ragnaR,13,1,0,13,1,0,0,0,0,0,0,0,0
61,RaGFarm,13,0,0,13,0,0,0,0,0,0,0,0,0
60,Flowki,13,0,0,13,0,0,0,0,0,0,0,0,0
59,RaggyWood,14,0,0,14,0,0,0,0,0,0,0,0,0
57,Wolffssonson,47,0,0,47,0,0,0,0,0,0,0,0,0
85,Orkwam,0,0,0,0,0,0,0,0,0,0,0,0,0
