,Players,Prev4's,Prev5's,Prev6's,Cur4's,Cur5's,Cur6's,Inc4's,Inc5's,Inc6's,4@1point,5@5point,6@5point,total
0,Brokenjades,294,1369,81,294,1390,84,0,21,3,0,105,15,120
1,alek,19,58,58,23,69,64,4,11,6,4,55,30,89
30,il tanky,0,0,0,25,12,0,25,12,0,25,60,0,85
23,FLuffyBunny,1538,26,0,1545,40,0,7,14,0,7,70,0,77
7,Perun,206,21,4,213,35,4,7,14,0,7,70,0,77
17,8track,2185,130,0,2187,142,0,2,12,0,2,60,0,62
18,TortureAngel,134,98,0,136,110,0,2,12,0,2,60,0,62
4,LILth,120,112,6,125,122,6,5,10,0,5,50,0,55
22,foolballs,113,44,0,113,51,0,0,7,0,0,35,0,35
2,Lady Lioness,71,10,8,74,15,9,3,5,1,3,25,5,33
11,LadyMayMay,42,61,1,44,67,1,2,6,0,2,30,0,32
12,LadyLu,33,58,1,34,64,1,1,6,0,1,30,0,31
20,LadyRooRoo,43,52,0,44,58,0,1,6,0,1,30,0,31
8,ZorO,729,171,2,730,176,2,1,5,0,1,25,0,26
25,Sturmcrow,163,26,0,164,30,0,1,4,0,1,20,0,21
26,kela,39,18,0,40,22,0,1,4,0,1,20,0,21
42,shiny,387,0,0,406,0,0,19,0,0,19,0,0,19
15,ReyNema,1070,227,0,1082,228,0,12,1,0,12,5,0,17
19,Wolffsson,687,76,0,698,77,0,11,1,0,11,5,0,16
27,goofbals,25,14,0,25,17,0,0,3,0,0,15,0,15
5,Loos,1633,120,5,1642,121,5,9,1,0,9,5,0,14
47,MoOnY,13,0,0,24,0,0,11,0,0,11,0,0,11
50,Emperor Nun,6,0,0,17,0,0,11,0,0,11,0,0,11
36,bj00,0,2,0,0,4,0,0,2,0,0,10,0,10
34,ReyN,62,5,0,72,5,0,10,0,0,10,0,0,10
41,tank007,0,0,0,2,1,0,2,1,0,2,5,0,7
10,malphite,7,0,1,8,0,2,1,0,1,1,0,5,6
6,Loos shadow,1534,127,4,1540,127,4,6,0,0,6,0,0,6
48,Borutha,19,0,0,24,0,0,5,0,0,5,0,0,5
49,kela2,17,0,0,22,0,0,5,0,0,5,0,0,5
28,bj20,13,13,0,13,14,0,0,1,0,0,5,0,5
3,RaGnar,1,3,7,1,3,8,0,0,1,0,0,5,5
9,Oma2015,551,12,2,556,12,2,5,0,0,5,0,0,5
24,bj01,36,33,0,36,34,0,0,1,0,0,5,0,5
59,jujuFarm,1,0,0,6,0,0,5,0,0,5,0,0,5
14,Orkam,5,0,0,5,0,1,0,0,1,0,0,5,5
21,Laxuss Redwyne,238,51,0,242,51,0,4,0,0,4,0,0,4
39,Drunkard,30,2,0,33,2,0,3,0,0,3,0,0,3
62,Lord Pori,0,0,0,1,0,0,1,0,0,1,0,0,1
33,Chaos2018,474,5,0,475,5,0,1,0,0,1,0,0,1
29,Lord Greg,305,12,0,306,12,0,1,0,0,1,0,0,1
63,kela3,0,0,0,0,0,0,0,0,0,0,0,0,0
61,gibbs,2,0,0,2,0,0,0,0,0,0,0,0,0
72,Jarvs Stark,0,0,0,0,0,0,0,0,0,0,0,0,0
67,Ekla 5,0,0,0,0,0,0,0,0,0,0,0,0,0
64,Aureserve,0,0,0,0,0,0,0,0,0,0,0,0,0
65,RaFiki,0,0,0,0,0,0,0,0,0,0,0,0,0
66,bjs,0,0,0,0,0,0,0,0,0,0,0,0,0
68,goofball,0,0,0,0,0,0,0,0,0,0,0,0,0
69,kela8,0,0,0,0,0,0,0,0,0,0,0,0,0
70,Pori Junior,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Flowki,13,0,0,13,0,0,0,0,0,0,0,0,0
73,Orkwam,0,0,0,0,0,0,0,0,0,0,0,0,0
58,Wolvesbane,6,0,0,6,0,0,0,0,0,0,0,0,0
38,Rum runner,5,3,0,5,3,0,0,0,0,0,0,0,0
43,LagerTha,120,0,0,120,0,0,0,0,0,0,0,0,0
44,Frickey,115,0,0,115,0,0,0,0,0,0,0,0,0
13,CHOCO1,276,23,1,276,23,1,0,0,0,0,0,0,0
16,Lord Tudor,800,152,0,800,152,0,0,0,0,0,0,0,0
31,CHOCO TWIST,270,9,0,270,9,0,0,0,0,0,0,0,0
32,Little Tudor,569,5,0,569,5,0,0,0,0,0,0,0,0
35,sonar,24,5,0,24,5,0,0,0,0,0,0,0,0
37,APOLO1,25,3,0,25,3,0,0,0,0,0,0,0,0
40,ragnaR,13,1,0,13,1,0,0,0,0,0,0,0,0
75,Cypherr hof,0,0,0,0,0,0,0,0,0,0,0,0,0
45,Queen Jerri,78,0,0,78,0,0,0,0,0,0,0,0,0
46,Wolffssonson,47,0,0,47,0,0,0,0,0,0,0,0,0
51,RaggyWood,14,0,0,14,0,0,0,0,0,0,0,0,0
52,Lil Lioness,13,0,0,13,0,0,0,0,0,0,0,0,0
53,RaGFarm,13,0,0,13,0,0,0,0,0,0,0,0,0
71,ygritte,13,9,0,0,0,0,-13,-9,0,-13,-45,0,-58
60,Pennybags 7,11,13,0,4,0,0,-7,-13,0,-7,-65,0,-72
74,LeGOLaS,13,15,0,0,0,0,-13,-15,0,-13,-75,0,-88
57,DagNab It,260,0,1,7,0,0,-253,0,-1,-253,0,-5,-258
56,Yummers,318,3,2,8,0,0,-310,-3,-2,-310,-15,-10,-335
55,YumYum,313,5,3,8,0,0,-305,-5,-3,-305,-25,-15,-345
