,Players,Prev4's,Prev5's,Prev6's,Cur4's,Cur5's,Cur6's,Inc4's,Inc5's,Inc6's,4@1point,5@5point,6@5point,total
0,Brokenjades,0,0,0,208,1243,54,208,1243,54,208,6215,270,6693
19,8track,0,0,0,2133,49,0,2133,49,0,2133,245,0,2378
4,Loos,0,0,0,1580,113,4,1580,113,4,1580,565,20,2165
5,Loos shadow,0,0,0,1454,118,3,1454,118,3,1454,590,15,2059
14,ReyNema,0,0,0,935,213,0,935,213,0,935,1065,0,2000
16,Lord Tudor,0,0,0,770,143,0,770,143,0,770,715,0,1485
33,FLuffyBunny,0,0,0,1412,8,0,1412,8,0,1412,40,0,1452
7,ZorO,0,0,0,690,150,2,690,150,2,690,750,10,1450
15,Lord Pori,0,0,0,261,160,0,261,160,0,261,800,0,1061
31,ReyN,0,0,0,1006,9,0,1006,9,0,1006,45,0,1051
18,Wolffsson,0,0,0,626,64,0,626,64,0,626,320,0,946
9,Oma2015,0,0,0,507,9,2,507,9,2,507,45,10,562
38,Little Tudor,0,0,0,537,3,0,537,3,0,537,15,0,552
35,Chaos2018,0,0,0,436,5,0,436,5,0,436,25,0,461
20,Laxuss Redwyne,0,0,0,208,47,0,208,47,0,208,235,0,443
17,Bear Wolf,0,0,0,12,83,0,12,83,0,12,415,0,427
12,CHOCO 1,0,0,0,252,23,1,252,23,1,252,115,5,372
48,shiny,0,0,0,362,0,0,362,0,0,362,0,0,362
23,bjo3,0,0,0,223,24,0,223,24,0,223,120,0,343
29,Lord Greg,0,0,0,282,11,0,282,11,0,282,55,0,337
30,Smileys,0,0,0,265,10,0,265,10,0,265,50,0,315
11,Ldynblck,0,0,0,132,35,1,132,35,1,132,175,5,312
32,CHOCO TWIST,0,0,0,258,9,0,258,9,0,258,45,0,303
21,Fire nIce,0,0,0,121,28,0,121,28,0,121,140,0,261
24,TortureAngel,0,0,0,75,21,0,75,21,0,75,105,0,180
44,Simsun,0,0,0,170,1,0,170,1,0,170,5,0,175
40,LdyNRd,0,0,0,156,2,0,156,2,0,156,10,0,166
1,alek,0,0,0,6,16,15,6,16,15,6,80,75,161
49,Vixen48,0,0,0,159,0,0,159,0,0,159,0,0,159
22,bjo1,0,0,0,26,26,0,26,26,0,26,130,0,156
3,LILth,0,0,0,82,8,5,82,8,5,82,40,25,147
50,Liluye,0,0,0,139,0,0,139,0,0,139,0,0,139
51,LagerTha,0,0,0,117,0,0,117,0,0,117,0,0,117
8,Lil Doom,0,0,0,23,15,2,23,15,2,23,75,10,108
41,Sturmcrow,0,0,0,91,2,0,91,2,0,91,10,0,101
53,Frickey,0,0,0,100,0,0,100,0,0,100,0,0,100
54,slohands,0,0,0,99,0,0,99,0,0,99,0,0,99
13,LadyMayMay,0,0,0,8,15,1,8,15,1,8,75,5,88
25,ladyrooroo,0,0,0,5,15,0,5,15,0,5,75,0,80
26,LadyLu,0,0,0,4,15,0,4,15,0,4,75,0,79
27,bj20,0,0,0,13,12,0,13,12,0,13,60,0,73
2,tank007,0,0,0,34,0,7,34,0,7,34,0,35,69
55,Queen Jerri,0,0,0,63,0,0,63,0,0,63,0,0,63
56,YumYum,0,0,0,63,0,0,63,0,0,63,0,0,63
57,Yummers,0,0,0,62,0,0,62,0,0,62,0,0,62
28,bjoo,0,0,0,1,12,0,1,12,0,1,60,0,61
58,BOZKURT YURT,0,0,0,56,0,0,56,0,0,56,0,0,56
10,Perun,0,0,0,40,0,2,40,0,2,40,0,10,50
59,Dag Nab It,0,0,0,48,0,0,48,0,0,48,0,0,48
60,Wolffssonson,0,0,0,47,0,0,47,0,0,47,0,0,47
61,Lil Stinker,0,0,0,45,0,0,45,0,0,45,0,0,45
36,kela,0,0,0,16,5,0,16,5,0,16,25,0,41
6,Lady Lioness,0,0,0,24,0,3,24,0,3,24,0,15,39
37,sonar,0,0,0,18,4,0,18,4,0,18,20,0,38
62,XMOONX,0,0,0,38,0,0,38,0,0,38,0,0,38
39,APOLO1,0,0,0,18,3,0,18,3,0,18,15,0,33
34,HAWKEYE,0,0,0,3,6,0,3,6,0,3,30,0,33
63,tank008,0,0,0,13,0,0,13,0,0,13,0,0,13
42,LeGOLaS,0,0,0,2,2,0,2,2,0,2,10,0,12
65,Flowki,0,0,0,11,0,0,11,0,0,11,0,0,11
66,RaggyWood,0,0,0,11,0,0,11,0,0,11,0,0,11
67,RaGFarm,0,0,0,11,0,0,11,0,0,11,0,0,11
64,ragnaR,0,0,0,11,0,0,11,0,0,11,0,0,11
43,RaGnar,0,0,0,1,2,0,1,2,0,1,10,0,11
45,RamBO,0,0,0,2,1,0,2,1,0,2,5,0,7
47,YGRIiTTe,0,0,0,2,1,0,2,1,0,2,5,0,7
46,Pennybags 7,0,0,0,2,1,0,2,1,0,2,5,0,7
68,Wolvesbane,0,0,0,5,0,0,5,0,0,5,0,0,5
69,kela2,0,0,0,5,0,0,5,0,0,5,0,0,5
70,Lil Lioness,0,0,0,4,0,0,4,0,0,4,0,0,4
71,tank009,0,0,0,4,0,0,4,0,0,4,0,0,4
72,tank010,0,0,0,4,0,0,4,0,0,4,0,0,4
74,gibbs,0,0,0,1,0,0,1,0,0,1,0,0,1
73,brokenjade02,0,0,0,1,0,0,1,0,0,1,0,0,1
75,malphite,0,0,0,1,0,0,1,0,0,1,0,0,1
85,Drunkard,0,0,0,0,0,0,0,0,0,0,0,0,0
86,ThaNOs,0,0,0,0,0,0,0,0,0,0,0,0,0
87,Borutha,0,0,0,0,0,0,0,0,0,0,0,0,0
52,Pori Junior,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Orkam,0,0,0,0,0,0,0,0,0,0,0,0,0
89,mentortest,0,0,0,0,0,0,0,0,0,0,0,0,0
83,Orkwam,0,0,0,0,0,0,0,0,0,0,0,0,0
84,Rum runner,0,0,0,0,0,0,0,0,0,0,0,0,0
78,jujuFarm,0,0,0,0,0,0,0,0,0,0,0,0,0
82,kela8,0,0,0,0,0,0,0,0,0,0,0,0,0
81,kela6,0,0,0,0,0,0,0,0,0,0,0,0,0
80,RaFiki,0,0,0,0,0,0,0,0,0,0,0,0,0
79,kela3,0,0,0,0,0,0,0,0,0,0,0,0,0
77,SmileyF,0,0,0,0,0,0,0,0,0,0,0,0,0
76,Aureserve,0,0,0,0,0,0,0,0,0,0,0,0,0
90,Dazzerrie,0,0,0,0,0,0,0,0,0,0,0,0,0
