,Players,Prev4's,Prev5's,Prev6's,Cur4's,Cur5's,Cur6's,Inc4's,Inc5's,Inc6's,4@1point,5@5point,6@5point,total
67,Orkam,5,0,0,5,0,0,0,0,0,0,0,0,0
63,Lil Lioness,13,0,0,13,0,0,0,0,0,0,0,0,0
68,gibbs,2,0,0,2,0,0,0,0,0,0,0,0,0
78,Jarvs Stark,0,0,0,0,0,0,0,0,0,0,0,0,0
70,kela3,0,0,0,0,0,0,0,0,0,0,0,0,0
71,Aureserve,0,0,0,0,0,0,0,0,0,0,0,0,0
72,RaFiki,0,0,0,0,0,0,0,0,0,0,0,0,0
74,goofball,0,0,0,0,0,0,0,0,0,0,0,0,0
75,ltlquenjerri,0,0,0,0,0,0,0,0,0,0,0,0,0
76,kela8,0,0,0,0,0,0,0,0,0,0,0,0,0
77,Lord Pori,0,0,0,0,0,0,0,0,0,0,0,0,0
80,Pori Junior,0,0,0,0,0,0,0,0,0,0,0,0,0
62,RaGFarm,13,0,0,13,0,0,0,0,0,0,0,0,0
79,Ekla 5,0,0,0,0,0,0,0,0,0,0,0,0,0
73,bjs,0,0,0,0,0,0,0,0,0,0,0,0,0
41,ygritte,13,9,0,13,9,0,0,0,0,0,0,0,0
60,RaggyWood,14,0,0,14,0,0,0,0,0,0,0,0,0
43,Little Tudor,569,5,0,569,5,0,0,0,0,0,0,0,0
17,HAWKEYE,31,40,1,31,40,1,0,0,0,0,0,0,0
20,malphite,7,0,1,7,0,1,0,0,0,0,0,0,0
22,Lord Tudor,800,152,0,800,152,0,0,0,0,0,0,0,0
34,LeGOLaS,13,15,0,13,15,0,0,0,0,0,0,0,0
36,RamBO,17,14,0,17,14,0,0,0,0,0,0,0,0
37,bj20,13,13,0,13,13,0,0,0,0,0,0,0,0
38,Pennybags 7,11,13,0,11,13,0,0,0,0,0,0,0,0
46,sonar,24,5,0,24,5,0,0,0,0,0,0,0,0
56,Wolffssonson,47,0,0,47,0,0,0,0,0,0,0,0,0
47,APOLO1,25,3,0,25,3,0,0,0,0,0,0,0,0
48,Rum runner,5,3,0,5,3,0,0,0,0,0,0,0,0
50,bj00,0,2,0,0,2,0,0,0,0,0,0,0,0
51,ragnaR,13,1,0,13,1,0,0,0,0,0,0,0,0
53,LagerTha,120,0,0,120,0,0,0,0,0,0,0,0,0
54,Frickey,115,0,0,115,0,0,0,0,0,0,0,0,0
55,Queen Jerri,78,0,0,78,0,0,0,0,0,0,0,0,0
81,Orkwam,0,0,0,0,0,0,0,0,0,0,0,0,0
